,Título,Zona,Precio,M2,Habitaciones,Baños,Terraza,Amueblado,Parking,Link,Latitud,Longitud,idZona,TerrazaBin
92,Alquiler piso  con 2 habitaciones en Sant Gervasi - Galvany Barcelona,Sant Gervasi - Galvany,890.0,60.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_sant_gervasi_galvany-barcelona-i13583000000005.htm?pag=774&f=&geo=p&from=list&lo=55,41.40083,2.14608,26,0
93,Alquiler casa a estrenar con vista panorámica en Sant Gervasi - Bonanova Barcelona,Sant Gervasi - Bonanova,15000.0,773.0,11,8,nan,,Plaza parking ,https://www.habitaclia.com/alquiler-casa-a_estrenar_con_vista_panoramica_sant_gervasi_bonanova-barcelona-i14453003450225.htm?pag=8&f=&geo=p&from=list&lo=55,41.4167898349,2.133140985,25,0
94,Alquiler piso en carrer de béthencourt 11 piso con 2 habitaciones en Barcelona,Sants,620.0,50.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_calle_de_bethencourt_11_sants-barcelona-i4493003642499.htm?pag=773&f=&geo=p&from=list&lo=55,41.37913,2.13695,18,0
95,Alquiler piso  con 3 habitaciones en Vila de Gràcia Barcelona,Vila de Gràcia,850.0,70.0,3,1,nan,,,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_vila_de_gracia-barcelona-i29990000000030.htm?pag=773&f=&geo=p&from=list&lo=55,41.40223,2.1621,31,0
96,Alquiler piso a 2 min. playa en Barceloneta Barcelona,Barceloneta,575.0,33.0,1,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-a_2_min_playa_barceloneta-barcelona-i23900004013253.htm?pag=773&f=&geo=p&from=list&lo=55,41.3790332854,2.1920888586,03,0
97,Alquiler piso en madoz pis en ple centre i molt lluminós en Barcelona,Gòtic,1100.0,89.0,3,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-pis_en_ple_centre_i_molt_lluminos_madoz_2_gotic-barcelona-i500004061779.htm?pag=771&f=&geo=p&from=list&lo=55,41.3805084,2.1746125,02,0
99,Alquiler piso maravilloso piso en paseo sant joan en Barcelona,Fort Pienc,2300.0,130.0,3,2,nan,,,https://www.habitaclia.com/alquiler-piso-maravilloso_en_paseo_sant_joan_fort_pienc-barcelona-i8166003775869.htm?pag=769&f=&geo=p&from=list&lo=55,41.400121,2.175757,05,0
100,Alquiler piso en avinguda de madrid la maternitat i sant ramon / avinguda de madrid en Barcelona,Sant Ramon - Maternitat,1100.0,80.0,3,2,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-la_maternitat_i_sant_ramon_avinguda_de_madrid_avenida_de_madrid_5_sant_ramon_maternitat-barcelona-i500004057113.htm?pag=769&f=&geo=p&from=list&lo=55,41.37604,2.12307,20,0
101,Alquiler piso en carrer d'avinyó 54 piso con 2 habitaciones en Barcelona,Gòtic,890.0,100.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_calle_d_avinyo_54_gotic-barcelona-i4493003642504.htm?pag=771&f=&geo=p&from=list&lo=55,41.38025,2.17918,02,0
102,Alquiler piso el Raval en Raval Barcelona,Raval,670.0,40.0,1,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-el_raval_raval-barcelona-i500003384785.htm?pag=769&f=&geo=p&from=list&lo=55,0.0,0.0,01,0
104,"Alquiler piso en avinguda josep tarradellas piso 3 hab,balcón exterior, ascensor en Barcelona",Esquerra Alta de l´Eixample,1000.0,85.0,3,1,nan,,,https://www.habitaclia.com/alquiler-piso-3_hab_balcon_exterior_ascensor_avenida_josep_tarradellas_96_esquerra_alta_de_l_eixample-barcelona-i500003944690.htm?pag=769&f=&geo=p&from=list&lo=55,41.3888005,2.1435181,08,0
105,Alquiler piso en carrer putget estudio en alquiler en Barcelona,Putget - Farró,750.0,55.0,1,2,nan,,,https://www.habitaclia.com/alquiler-piso-estudio_en_calle_putget_22_putget_farro-barcelona-i500003960652.htm?pag=769&f=&geo=p&from=list&lo=55,41.4048172,2.1425816,27,0
107,Alquiler piso en Raval Barcelona,Raval,840.0,50.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-raval-barcelona-i27861003930270.htm?pag=768&f=&geo=p&from=list&lo=55,41.376332,2.1670149,01,0
108,Alquiler piso en rocafort estudio muy acogedor en Barcelona,Esquerra Alta de l´Eixample,2050.0,40.0,1,2,nan,,,https://www.habitaclia.com/alquiler-piso-estudio_muy_acogedor_rocafort_157_esquerra_alta_de_l_eixample-barcelona-i500002691899.htm?pag=768&f=&geo=p&from=list&lo=55,41.3817729,2.1498459,08,0
109,Alquiler piso vivienda en alquiler en el ensanche izquierdo en Barcelona,Esquerra Alta de l´Eixample,800.0,40.0,2,2,nan,,,https://www.habitaclia.com/alquiler-piso-vivienda_en_en_el_ensanche_izquierdo_esquerra_alta_de_l_eixample-barcelona-i10944000006704.htm?pag=769&f=&geo=p&from=list&lo=55,41.3868782488,2.1504650877,08,0
110,Alquiler piso en santa cecilia 10 piso en Esquerra Baixa de l´Eixample Barcelona,Esquerra Baixa de l´Eixample,650.0,38.0,1,1,nan,,,https://www.habitaclia.com/alquiler-piso-en_santa_cecilia_10_esquerra_baixa_de_l_eixample-barcelona-i34440000000014.htm?pag=768&f=&geo=p&from=list&lo=55,41.383489,2.15543566,09,0
112,Alquiler piso  en calle neptú. en Vila de Gràcia Barcelona,Vila de Gràcia,850.0,78.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-en_calle_neptu_vila_de_gracia-barcelona-i5020003916633.htm?pag=766&f=&geo=p&from=list&lo=55,41.3979341,2.154509,31,0
114,"Alquiler piso en vila de gracia, piso acogedor en Barcelona",Vila de Gràcia,1000.0,71.0,3,1,nan,,,https://www.habitaclia.com/alquiler-piso-en_vila_de_gracia_acogedor_vila_de_gracia-barcelona-i8166003778346.htm?pag=766&f=&geo=p&from=list&lo=55,41.399716,2.158544,31,0
116,Alquiler piso en carrer vinyar directo de particular planta baja - nou barris en Barcelona,Prosperitat,660.0,45.0,1,1,nan,,,https://www.habitaclia.com/alquiler-piso-directo_de_particular_planta_baja_nou_barris_calle_vinyar_52_prosperitat-barcelona-i500004014565.htm?pag=767&f=&geo=p&from=list&lo=55,41.4435316,2.1840547,52,0
117,Alquiler piso  de tres dormitorios al lado de passeig de gracia en Barcelona,Vila de Gràcia,1800.0,100.0,3,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-de_tres_dormitorios_al_lado_de_passeig_de_gracia_vila_de_gracia-barcelona-i8166003780794.htm?pag=767&f=&geo=p&from=list&lo=55,41.39842,2.16125,31,0
118,Alquiler ático  reformado con terraza con vistas en Barcelona,Putget - Farró,1900.0,96.0,3,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-atico-reformado_con_terraza_con_vistas_putget_farro-barcelona-i8166003780921.htm?pag=767&f=&geo=p&from=list&lo=55,41.411709,2.141032,27,0
119,Alquiler piso en Sant Antoni Barcelona,Sant Antoni,950.0,85.0,3,1,nan,,,https://www.habitaclia.com/alquiler-piso-sant_antoni-barcelona-i29487000002222.htm?pag=767&f=&geo=p&from=list&lo=55,41.3749416,2.1628722,10,0
120,Alquiler piso en carrer fontrodona particular alquila piso Poble Sec en Barcelona,Poble Sec,950.0,62.0,2,2,nan,,,https://www.habitaclia.com/alquiler-piso-particular_alquila_poble_sec_calle_fontrodona_62_poble_sec-barcelona-i500003887039.htm?pag=767&f=&geo=p&from=list&lo=55,41.3723257,2.1663803,11,0
123,Alquiler piso  de alquiler en calle olivera. en Barcelona,Poble Sec,890.0,45.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-de_en_calle_olivera_poble_sec-barcelona-i5020003990094.htm?pag=765&f=&geo=p&from=list&lo=55,41.3734027,2.1596286,11,0
124,Alquiler piso ático en la teixonera. en Carmel Barcelona,Carmel,690.0,54.0,3,1,nan,,,https://www.habitaclia.com/alquiler-piso-atico_en_la_teixonera_carmel-barcelona-i5020003990327.htm?pag=765&f=&geo=p&from=list&lo=55,41.4209475865,2.1506112814,37,0
125,Alquiler piso  en la teixonera. en Carmel Barcelona,Carmel,714.0,59.0,3,1,nan,,,https://www.habitaclia.com/alquiler-piso-en_la_teixonera_carmel-barcelona-i5020003990310.htm?pag=765&f=&geo=p&from=list&lo=55,41.4208550663,2.1506863832,37,0
126,Alquiler piso dúplex en vía augusta. en Sarrià Barcelona,Sarrià,1627.0,74.0,2,2,nan,,,https://www.habitaclia.com/alquiler-piso-duplex_en_via_augusta_sarria-barcelona-i5020003990200.htm?pag=765&f=&geo=p&from=list&lo=55,41.4009159125,2.1221423149,23,0
127,Alquiler piso en carrer d´en sant climent piso recién renovado exterior luminoso en el Raval en Barcelona,Raval,800.0,55.0,2,2,nan,Amueblado ,Plaza parking ,https://www.habitaclia.com/alquiler-piso-recien_renovado_exterior_luminoso_en_el_raval_calle_den_sant_climent_23_raval-barcelona-i500004081133.htm?pag=765&f=&geo=p&from=list&lo=55,41.3785011,2.1654996,01,0
128,Alquiler piso en carrer mallorca eixample amuebl. terraza y parking. particular. en Barcelona,Camp de l´Arpa,1200.0,70.0,2,1,Terraza 15 m,Amueblado ,Plaza parking ,https://www.habitaclia.com/alquiler-piso-eixample_amuebl_terraza_y_parking_particular_calle_mallorca_517_camp_de_l_arpa-barcelona-i500004003017.htm?pag=765&f=&geo=p&from=list&lo=55,41.4083937,2.1817908,64,1
129,Alquiler piso en Sants Barcelona,Sants,1450.0,130.0,3,2,nan,,,https://www.habitaclia.com/alquiler-piso-sants-barcelona-i27861003930199.htm?pag=769&f=&geo=p&from=list&lo=55,41.3841357,2.1408972,18,0
130,Alquiler piso  en venta en La Salut en La Salut Barcelona,La Salut,1100.0,90.0,3,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-en_venta_en_la_salut_la_salut-barcelona-i28775004077758.htm?pag=765&f=&geo=p&from=list&lo=55,41.3829708254,2.1760495357,30,0
131,"Alquiler piso  impecable de dos dormitorios en avda madrid, Les Corts, en Barcelona",Les Corts,800.0,55.0,2,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-impecable_de_dos_dormitorios_en_avda_madrid_les_corts_bar_les_corts-barcelona-i1075002121570.htm?pag=765&f=&geo=p&from=list&lo=55,41.3808426,2.1319359,19,0
132,Alquiler piso tercero con 3 habitaciones en La Marina-Montjuïc Barcelona,La Marina-Montjuïc,890.0,78.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-tercero_con_3_habitaciones_la_marina_montjuic-barcelona-i35573000000023.htm?pag=765&f=&geo=p&from=list&lo=55,41.3590459,2.1413991,12,0
133,Alquiler piso ref. 13335-ob en Vila de Gràcia Barcelona,Vila de Gràcia,1435.0,135.0,5,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-ref_13335_ob_vila_de_gracia-barcelona-i12677002773427.htm?pag=765&f=&geo=p&from=list&lo=55,41.4018298,2.1524376,31,0
134,Alquiler piso en gran via carles iii precioso piso con gran terraza en maría cristina. en Barcelona,Les Corts,1450.0,67.0,2,2,nan,,,https://www.habitaclia.com/alquiler-piso-precioso_con_gran_terraza_en_maria_cristina_gran_via_carles_iii_89_les_corts-barcelona-i500004053777.htm?pag=765&f=&geo=p&from=list&lo=55,41.3863152,2.1262748,19,0
135,Alquiler piso en Sarrià Barcelona,Sarrià,1800.0,167.0,4,3,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-sarria-barcelona-i2333003266078.htm?pag=765&f=&geo=p&from=list&lo=55,41.39237,2.12854,23,0
136,Alquiler piso luminoso piso a reformado en via laietana (born). en Barcelona,St. Pere - Sta. Caterina - El Born,895.0,67.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-luminoso_a_reformado_en_via_laietana_born_st_pere_sta_caterina_el_born-barcelona-i28524000000044.htm?pag=764&f=&geo=p&from=list&lo=55,41.38229,2.1811,04,0
137,Alquiler apartamento en ronda sant pere luminoso apartamento en urquinaona en Barcelona,Dreta de l´Eixample,900.0,50.0,1,2,nan,,,https://www.habitaclia.com/alquiler-apartamento-luminoso_en_urquinaona_ronda_sant_pere_22_dreta_de_l_eixample-barcelona-i500003881838.htm?pag=764&f=&geo=p&from=list&lo=55,41.3892236,2.173984,07,0
138,Alquiler piso ref. 13207-ob en Putget - Farró Barcelona,Putget - Farró,925.0,63.0,2,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-ref_13207_ob_putget_farro-barcelona-i12677002773322.htm?pag=762&f=&geo=p&from=list&lo=55,41.4014564,2.1483349,27,0
139,"Alquiler casa pareada en carrer molist gracia , davant tennis La Salut en Barcelona",La Salut,2990.0,200.0,4,3,nan,,Plaza parking ,https://www.habitaclia.com/alquiler-casa_pareada-gracia_davant_tennis_la_salut_calle_molist_sn_la_salut-barcelona-i500002977322.htm?pag=762&f=&geo=p&from=list&lo=55,41.4130048,2.1561679,30,0
140,Alquiler piso en carrer aristides maillol vivienda ideal para familias!! en Barcelona,Sant Ramon - Maternitat,1150.0,102.0,3,2,nan,,,https://www.habitaclia.com/alquiler-piso-vivienda_ideal_para_familias_calle_aristides_maillol_sant_ramon_maternitat-barcelona-i500003968861.htm?pag=762&f=&geo=p&from=list&lo=55,41.3790820008,2.1197360503000002,20,0
141,Alquiler piso en carrer de sant jacint apartaestudio en Barcelona,St. Pere - Sta. Caterina - El Born,650.0,25.0,1,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-apartaestudio_calle_de_sant_jacint_st_pere_sta_caterina_el_born-barcelona-i500003799113.htm?pag=765&f=&geo=p&from=list&lo=55,41.3858153,2.1794981,04,0
142,Alquiler ático atico calle muntaner en Sant Gervasi - Galvany Barcelona,Sant Gervasi - Galvany,2350.0,149.0,3,2,nan,,,https://www.habitaclia.com/alquiler-atico-calle_muntaner_sant_gervasi_galvany-barcelona-i14898000000123.htm?pag=762&f=&geo=p&from=list&lo=55,41.3984494,2.1437596,26,0
143,Alquiler piso bonito y reformado! bien ubicado en Barcelona,St. Pere - Sta. Caterina - El Born,790.0,50.0,1,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-bonito_y_reformado_bien_ubicado_st_pere_sta_caterina_el_born-barcelona-i9022004030676.htm?pag=763&f=&geo=p&from=list&lo=55,41.3829419,2.1822013,04,0
144,Alquiler piso en Sarrià Barcelona,Sarrià,1350.0,95.0,2,2,nan,,Plaza parking ,https://www.habitaclia.com/alquiler-piso-sarria-barcelona-i2333003266081.htm?pag=763&f=&geo=p&from=list&lo=55,41.3923,2.12737,23,0
145,Alquiler piso lujoso piso amueblado temporal en paseo de gracia en Barcelona,Dreta de l´Eixample,2800.0,75.0,2,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-lujoso_amueblado_temporal_en_paseo_de_gracia_dreta_de_l_eixample-barcelona-i8166003779749.htm?pag=762&f=&geo=p&from=list&lo=55,41.39189,2.16574,07,0
146,Alquiler piso  de 4 dormitorios. en Fort Pienc Barcelona,Fort Pienc,1279.0,96.0,4,2,nan,,,https://www.habitaclia.com/alquiler-piso-de_4_dormitorios_fort_pienc-barcelona-i5020003990746.htm?pag=765&f=&geo=p&from=list&lo=55,41.396803405,2.1797132491999998,05,0
147,Alquiler piso  de alquiler en calle antoni capmany. en Barcelona,Sants,900.0,76.0,2,2,nan,,,https://www.habitaclia.com/alquiler-piso-de_en_calle_antoni_capmany_sants-barcelona-i5020003916131.htm?pag=765&f=&geo=p&from=list&lo=55,41.3728321,2.1328167,18,0
149,Alquiler piso  con 2 habitaciones con ascensor y calefacción en Barcelona,Dreta de l´Eixample,1100.0,74.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_con_ascensor_y_calefaccion_dreta_de_l_eixample-barcelona-i29445000000016.htm?pag=761&f=&geo=p&from=list&lo=55,41.3892,2.17196,07,0
150,Alquiler loft en carrer hipolit lazaro magnífico loft en gracia en Barcelona,Vila de Gràcia,680.0,42.0,1,1,nan,,,https://www.habitaclia.com/alquiler-loft-magnifico_en_gracia_calle_hipolit_lazaro_2_vila_de_gracia-barcelona-i500003980100.htm?pag=763&f=&geo=p&from=list&lo=55,41.4061247,2.1650469,31,0
151,"Alquiler piso edificio totalmente rehabilitado. ubicado en la zona alta , rodeado de varios jardines y a poca distancia de av. diagonal. en Barcelona",Sarrià,1350.0,67.0,2,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-edificio_totalmente_rehabilitado_ubicado_en_la_zona_alta_de_bar_sarria-barcelona-i12677002773386.htm?pag=761&f=&geo=p&from=list&lo=55,41.3943247,2.1268811,23,0
153,Alquiler piso magnifico piso reformado a estrenar de 4 habitaciones exteriores en Barcelona,Les Corts,1400.0,115.0,4,2,nan,,,https://www.habitaclia.com/alquiler-piso-magnifico_reformado_a_estrenar_de_4_habitaciones_exteriores_les_corts-barcelona-i3974003524031.htm?pag=761&f=&geo=p&from=list&lo=55,41.3875,2.13361,19,0
154,Alquiler piso  con 3 habitaciones en Esquerra Alta de l´Eixample Barcelona,Esquerra Alta de l´Eixample,1090.0,70.0,3,1,nan,,,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_esquerra_alta_de_l_eixample-barcelona-i21527000000078.htm?pag=761&f=&geo=p&from=list&lo=55,41.39296,2.15345,08,0
155,Alquiler piso despacho en edificio modernista para estrenar en Barcelona,Dreta de l´Eixample,1250.0,80.0,2,2,nan,,,https://www.habitaclia.com/alquiler-piso-despacho_en_edificio_modernista_para_estrenar_dreta_de_l_eixample-barcelona-i8166003733477.htm?pag=761&f=&geo=p&from=list&lo=55,41.39086,2.17393,07,0
156,"Alquiler piso  amueblado en alquiler con 2 habitaciones dobles con armarios empotrados (una en suitte), 2 baños completos con ducha, amplio salón comedor, cocina tipo office equipada con todos los electrodomésticos, finca con ascensor. en Barcelona",St. Pere - Sta. Caterina - El Born,1800.0,98.0,2,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-amueblado_en_con_2_habitaciones_dobles_con_armario_st_pere_sta_caterina_el_born-barcelona-i5903001747832.htm?pag=761&f=&geo=p&from=list&lo=55,41.3907112,2.1801604,04,0
157,Alquiler apartamento bonito apartamento cerca de la sagrada familia en Barcelona,Baix Guinardó,1100.0,55.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-bonito_cerca_de_la_sagrada_familia_baix_guinardo-barcelona-i30466000005297.htm?pag=761&f=&geo=p&from=list&lo=55,41.4104182,2.1698991,33,0
158,Alquiler piso lujoso piso amueblado en paseo de gracia en Barcelona,Dreta de l´Eixample,4400.0,75.0,2,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-lujoso_amueblado_en_paseo_de_gracia_dreta_de_l_eixample-barcelona-i8166003775651.htm?pag=763&f=&geo=p&from=list&lo=55,41.39189,2.16574,07,0
159,Alquiler piso maravilloso de temporada de 1 a 11 meses en Raval en Barcelona,Raval,650.0,45.0,1,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-maravilloso_de_temporada_de_1_a_11_meses_en_raval_raval-barcelona-i13074000015400.htm?pag=769&f=&geo=p&from=list&lo=55,41.3769462,2.1682995,01,0
161,Alquiler piso preciosos pisos reformados a estrenar en Barcelona,La Salut,1122.0,87.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-preciosos_s_reformados_a_estrenar_la_salut-barcelona-i8166003780769.htm?pag=761&f=&geo=p&from=list&lo=55,41.410653,2.152464,30,0
162,Alquiler piso  1 habitaciones totalmente reformado en Barcelona,Les Corts,930.0,60.0,1,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-1_habitaciones_totalmente_reformado_les_corts-barcelona-i3974003523965.htm?pag=761&f=&geo=p&from=list&lo=55,41.384964,2.1305866,19,0
163,Alquiler apartamento  con 2 habitaciones amueblado con ascensor y aire acondicionado en Barcelona,Les Corts,1500.0,110.0,2,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-apartamento-con_2_habitaciones_amueblado_con_ascensor_y_aire_aco_les_corts-barcelona-i2241000000097.htm?pag=761&f=&geo=p&from=list&lo=55,41.39018,2.14143,19,0
164,Alquiler piso en avinguda de la riera de cassoles Vila de Gràcia / avinguda de la riera de cassoles en Barcelona,Vila de Gràcia,890.0,65.0,2,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-vila_de_gracia_avinguda_de_la_riera_de_cassoles_avenida_de_la_riera_de_cassoles_60_vila_de_gracia-barcelona-i500003970479.htm?pag=758&f=&geo=p&from=list&lo=55,41.40532,2.15012,31,0
165,Alquiler piso en carrer joan guell piso alquiler en perfecto estado en Barcelona,Les Corts,950.0,80.0,3,2,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-en_perfecto_estado_calle_joan_guell_108_les_corts-barcelona-i500004006085.htm?pag=769&f=&geo=p&from=list&lo=55,41.3814845,2.132232,19,0
166,"Alquiler piso en sants Badal- coqueto apartamento ""tipo dúplex"" todo reformado en Barcelona",Badal,900.0,51.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-en_sants_badal_coqueto_apartamento_tipo_duplex_todo_reformado_badal-barcelona-i31933000000031.htm?pag=758&f=&geo=p&from=list&lo=55,41.37333,2.12892,17,0
168,Alquiler piso alquiler de piso en el Raval en Raval Barcelona,Raval,850.0,98.0,2,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-de_en_el_raval_raval-barcelona-i27344003743771.htm?pag=758&f=&geo=p&from=list&lo=55,41.38524128,2.16404152,01,0
169,Alquiler piso en St. Pere - Sta. Caterina - El Born Barcelona,St. Pere - Sta. Caterina - El Born,850.0,50.0,1,1,Terraza 12 m,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-st_pere_sta_caterina_el_born-barcelona-i3595001696252.htm?pag=769&f=&geo=p&from=list&lo=55,41.3883364,2.1779576,04,1
170,Alquiler apartamento en Les Corts Barcelona,Les Corts,850.0,42.0,1,1,Balcón / Terraza 4 m,,,https://www.habitaclia.com/alquiler-apartamento-les_corts-barcelona-i4497003933601.htm?pag=758&f=&geo=p&from=list&lo=55,41.387445598,2.1281941178,19,1
171,Alquiler casa  de 160 m2 en Poblenou Barcelona,Poblenou,2200.0,160.0,4,3,Terraza 60 m,,Plaza parking ,https://www.habitaclia.com/alquiler-casa-de_160_m2_poblenou-barcelona-i3586001909946.htm?pag=758&f=&geo=p&from=list&lo=55,41.402310498,2.2027324167,68,1
